name,totalNum,newNum,deadNum,totalPopulation,deadRate,infecRate
玻利维亚,145186,192,8982,"1,121",6.19,1.295147
科威特,143574,0,886,419,0.62,3.426587
白俄罗斯,143383,1774,1190,945,0.83,1.51728
克罗地亚,143370,3955,2032,416,1.42,3.446394
哥斯达黎加,142505,1165,1757,495,1.23,2.878889
亚美尼亚,139692,1184,2277,293,1.63,4.767645
卡塔尔,139643,166,239,269,0.17,5.19119
阿塞拜疆,138000,4267,1551,992,1.12,1.391129
黎巴嫩,132817,1520,1067,609,0.80,2.180903
阿曼,124329,0,1435,482,1.15,2.57944
危地马拉,124053,593,4209,"1,724",3.39,0.719565
埃及,117156,432,6713,"9,937",5.73,0.117899
斯洛伐克,113392,2184,957,544,0.84,2.084412
摩尔多瓦,112307,1727,2363,404,2.10,2.779876
埃塞俄比亚,111579,595,1724,"10,667",1.55,0.104602
希腊,111537,1882,2706,"1,114",2.43,1.00123
洪都拉斯,109760,616,2938,941,2.68,1.166419
委内瑞拉,103548,481,909,"3,238",0.88,0.31979
突尼斯,99280,0,3359,"1,165",3.38,0.852189
缅甸,95018,0,2059,"5,385",2.17,0.176449
巴勒斯坦,94676,1968,797,505,0.84,1.874772
中国,94023,114,4753,"140,005",5.06,0.006716
波黑,92793,1254,2865,350,3.09,2.651229
巴林,87432,162,341,156,0.39,5.604615
丹麦,87266,1605,867,575,0.99,1.51767
肯尼亚,86383,1253,1500,"5,095",1.74,0.169545
阿尔及利亚,85927,843,2480,"4,200",2.89,0.204588
利比亚,85529,680,1219,647,1.43,1.321932
巴拉圭,85477,995,1796,689,2.10,1.240595
斯洛文尼亚,81349,11,1592,208,1.96,3.91101
吉尔吉斯斯坦,74373,440,1285,613,1.73,1.213263
乌兹别克斯坦,73592,161,611,"3,236",0.83,0.227417
爱尔兰,73228,162,2080,480,2.84,1.525583
马来西亚,70236,1141,376,"3,204",0.54,0.219213
立陶宛,69582,7067,590,287,0.85,2.42446
尼日利亚,68303,343,1179,"19,587",1.73,0.034872
北马其顿,65231,1341,1847,-,2.83,
新加坡,58242,3,29,579,0.05,1.005907
加纳,51667,0,323,"2,946",0.63,0.17538
阿富汗,46837,119,1846,"3,637",3.94,0.128779
阿尔巴尼亚,40501,782,852,293,2.10,1.382287
萨尔瓦多,39718,588,1142,641,2.88,0.619626
挪威,37371,235,354,535,0.95,0.698523
黑山,36932,581,516,62,1.40,5.956774
卢森堡,36429,627,339,59,0.93,6.174407
韩国,36332,629,536,"5,116",1.48,0.071016
澳大利亚,27949,10,908,"2,477",3.25,0.112834
芬兰,26758,336,408,554,1.52,0.482996
斯里兰卡,26038,278,129,"2,095",0.50,0.124286
喀麦隆,24487,0,441,"2,467",1.80,0.099258
乌干达,21612,203,206,"4,427",0.95,0.048819
科特迪瓦,21389,28,132,"2,490",0.62,0.0859
拉脱维亚,19993,686,242,192,1.21,1.041302
苏丹,18535,281,1271,"4,151",6.86,0.044652
赞比亚,17730,0,357,"1,760",2.01,0.100739
马达加斯加,17513,172,255,"2,626",1.46,0.066691
塞内加尔,16297,80,336,"1,629",2.06,0.100043
莫桑比克,15918,52,132,"3,052",0.83,0.052156
安哥拉,15361,42,352,"3,077",2.29,0.049922
纳米比亚,14599,122,151,258,1.03,0.565853
爱沙尼亚,13939,470,125,130,0.90,1.072231
几内亚,13186,19,76,"1,305",0.58,0.101042
刚果（金）,13132,145,337,-,2.57,
马尔代夫,13106,36,47,44,0.36,2.978636
塔吉克斯坦,12308,39,87,910,0.71,0.135253
博茨瓦纳,11531,789,34,233,0.29,0.494893
塞浦路斯,11523,348,54,118,0.47,0.976525
佛得角,10938,71,107,55,0.98,1.988727
牙买加,10911,47,259,289,2.37,0.377543
津巴布韦,10424,295,280,"1,691",2.69,0.061644
马耳他,10320,123,149,43,1.44,2.4
海地,9331,18,233,"1,111",2.50,0.083987
加蓬,9239,0,60,206,0.65,0.448495
毛里塔尼亚,9005,142,181,-,2.01,
古巴,8531,75,136,"1,148",1.59,0.074312
叙利亚,8147,88,432,"1,828",5.30,0.044568
巴哈马,7549,6,163,39,2.16,1.935641
伯利兹,7236,1382,164,38,2.27,1.904211
安道尔,6904,62,77,7,1.12,9.862857
特立尼达和多巴哥,6725,21,121,137,1.80,0.490876
斯威士兰,6474,19,122,139,1.88,0.465755
乌拉圭,6455,230,80,346,1.24,0.186561
马拉维,6043,3,185,"1,916",3.06,0.03154
卢旺达,6011,17,50,"1,250",0.83,0.048088
尼加拉瓜,5838,0,161,628,2.76,0.092962
刚果（布）,5774,0,94,-,1.63,
吉布提,5689,7,61,97,1.07,0.586495
圭亚那,5528,79,151,78,2.73,0.708718
冰岛,5462,14,27,33,0.49,1.655152
苏里南,5322,2,117,56,2.20,0.950357
赤道几内亚,5159,3,85,131,1.65,0.393817
中非共和国,4918,0,63,473,1.28,0.103975
马里,4880,43,162,"1,910",3.32,0.02555
索马里,4525,0,121,"1,518",2.67,0.029809
泰国,4053,14,60,"6,918",1.48,0.005859
冈比亚,3767,2,123,216,3.27,0.174398
布基纳法索,3062,52,68,"1,975",2.22,0.015504
贝宁,3055,0,44,"1,148",1.44,0.026611
多哥,3039,25,65,799,2.14,0.038035
几内亚比绍,2441,0,44,190,1.80,0.128474
塞拉利昂,2416,0,74,771,3.06,0.031336
也门,2239,22,624,"2,891",27.87,0.007745
莱索托,2145,0,44,226,2.05,0.094912
新西兰,2069,0,25,474,1.21,0.04365
圣马力诺,1714,0,46,3,2.68,5.713333
乍得,1708,3,102,"1,535",5.97,0.011127
利比里亚,1663,68,83,485,4.99,0.034289
尼日尔,1640,0,76,"2,231",4.63,0.007351
越南,1361,0,35,"9,649",2.57,0.001411
列支敦士登公国,1351,12,17,-,1.26,
蒙古,831,12,0,312,-,0.026635
钻石号邮轮,712,0,13,0.37,1.83,0.192432
布隆迪,692,3,1,"1,121",0.14,0.006173
巴布亚新几内亚,671,2,7,841,1.04,0.007979
摩纳哥,630,9,3,3,0.48,2.1
科摩罗,615,2,7,83,1.14,0.074096
厄立特里亚,594,17,0,518,-,0.011467
坦桑尼亚,509,0,21,"5,909",4.13,0.000861
毛里求斯,508,0,10,126,1.97,0.040317
不丹,418,3,0,81,-,0.051605
柬埔寨,335,4,0,"1,624",-,0.002063
巴巴多斯,281,2,7,28,2.49,0.100357
圣卢西亚,262,1,2,-,0.76,
塞舌尔,184,1,0,9,-,0.204444
文莱,151,0,3,43,1.99,0.035116
安提瓜和巴布达,144,0,4,10,2.78,0.144
圣文森特和格林纳丁斯,87,2,0,11,-,0.079091
多米尼克,85,0,0,7,-,0.121429
斐济,44,2,2,91,4.55,0.004835
格林纳达,41,0,0,10,-,0.041
老挝,39,0,0,696,-,0.00056
马提尼克岛,37,0,1,-,2.70,
东帝汶,31,0,0,132,-,0.002348
梵蒂冈,27,0,0,-,-,
圣基茨和尼维斯,22,0,0,5,-,0.044
所罗门群岛,17,0,0,62,-,0.002742
马绍尔群岛,4,0,0,5,-,0.008
瓦努阿图,1,0,0,28,-,0.000357
全球,65738985,698868,1514624,758520,2.30,0.866674
